,ML,loss,Input Num,Input,MAPE train(%),MAPE val(%),MAPE test(%),Leave One
16,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread']",45.84152,48.5192,41.04654,13th corei7 - RTX3050
17,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread']",50.42992,52.33329,16.45077,13th corei5 - GTX1080
18,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread']",39.12858,40.46973,203.99007,13th corei5 - RTX4070
19,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread']",49.91403,48.71761,39.45079,13th corei7 - RTX3060 Ti
20,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread']",49.77771,49.29981,16.00824,13th corei5 - RTX3050
21,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread']",45.77043,46.07367,46.72514,1th Xeon Gold - GTX1080
22,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread']",51.97625,51.21429,5.4887,9th corei7 - RTX2080 Ti
23,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_core', 'cpu_thread']",42.14196,43.00057,142.19387,13th corei7 - RTX4070
24,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_core', 'cpu_cache(MB)']",48.1498,50.74547,99.64318,13th corei5 - RTX3060 Ti
25,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_core', 'cpu_cache(MB)']",52.51383,56.60798,21.45829,13th corei7 - GTX1080
26,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_core', 'cpu_cache(MB)']",47.61365,49.29127,48.43252,13th corei5 - GTX1650
27,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_core', 'cpu_cache(MB)']",45.34369,47.75998,110.56114,1th Xeon Gold - RTX4070
28,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_core', 'cpu_cache(MB)']",45.7708,48.48814,41.22151,13th corei7 - RTX3050
29,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_core', 'cpu_cache(MB)']",50.01325,52.00904,16.07456,13th corei5 - GTX1080
30,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_core', 'cpu_cache(MB)']",38.80127,40.14501,203.41863,13th corei5 - RTX4070
31,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_core', 'cpu_cache(MB)']",49.88881,48.73721,39.44455,13th corei7 - RTX3060 Ti
32,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_core', 'cpu_cache(MB)']",49.79163,49.30349,15.98021,13th corei5 - RTX3050
33,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_core', 'cpu_cache(MB)']",45.6999,45.99744,45.81375,1th Xeon Gold - GTX1080
34,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_core', 'cpu_cache(MB)']",51.97625,51.21429,5.4887,9th corei7 - RTX2080 Ti
35,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_core', 'cpu_cache(MB)']",42.14606,42.98318,142.11168,13th corei7 - RTX4070
36,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_core', 'gpu_architecture']",9.88313,9.54421,103.04028,13th corei5 - RTX3060 Ti
37,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_core', 'gpu_architecture']",15.24546,16.6743,21.7867,13th corei7 - GTX1080
38,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_core', 'gpu_architecture']",16.55385,17.79957,49.58257,13th corei5 - GTX1650
39,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_core', 'gpu_architecture']",15.87336,17.13978,22.64904,1th Xeon Gold - RTX4070
40,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_core', 'gpu_architecture']",10.17502,12.33307,44.03112,13th corei7 - RTX3050
41,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_core', 'gpu_architecture']",15.70992,17.81397,54.04027,13th corei5 - GTX1080
42,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_core', 'gpu_architecture']",15.74874,17.82609,34.89633,13th corei5 - RTX4070
43,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_core', 'gpu_architecture']",9.43011,11.81434,88.32968,13th corei7 - RTX3060 Ti
44,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_core', 'gpu_architecture']",9.17082,10.0391,49.52921,13th corei5 - RTX3050
45,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_core', 'gpu_architecture']",15.4051,17.80185,24.09636,1th Xeon Gold - GTX1080
46,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_core', 'gpu_architecture']",15.14992,17.40567,112.28848,9th corei7 - RTX2080 Ti
47,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_core', 'gpu_architecture']",15.12082,17.76335,11.74473,13th corei7 - RTX4070
48,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_core', 'gpu_core']",4.81012,5.3453,16.13944,13th corei5 - RTX3060 Ti
49,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_core', 'gpu_core']",3.70942,4.33853,17.06866,13th corei7 - GTX1080
50,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_core', 'gpu_core']",4.93356,5.58748,33.26756,13th corei5 - GTX1650
51,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_core', 'gpu_core']",4.63946,5.23641,23.56996,1th Xeon Gold - RTX4070
52,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_core', 'gpu_core']",3.71338,4.47694,14.03117,13th corei7 - RTX3050
53,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_core', 'gpu_core']",3.75417,4.58887,14.39876,13th corei5 - GTX1080
54,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_core', 'gpu_core']",4.61548,5.36093,25.06735,13th corei5 - RTX4070
55,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_core', 'gpu_core']",4.59771,5.25535,9.62049,13th corei7 - RTX3060 Ti
56,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_core', 'gpu_core']",4.12177,4.73413,14.2126,13th corei5 - RTX3050
57,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_core', 'gpu_core']",4.95516,5.5703,15.46083,1th Xeon Gold - GTX1080
58,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_core', 'gpu_core']",4.90736,5.42819,22.46586,9th corei7 - RTX2080 Ti
59,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_core', 'gpu_core']",4.67202,5.16658,16.22181,13th corei7 - RTX4070
60,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_core', 'gpu_boost_clock(GHz)']",2.69227,3.31252,207.46867,13th corei5 - RTX3060 Ti
61,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_core', 'gpu_boost_clock(GHz)']",15.36454,19.63092,21.57174,13th corei7 - GTX1080
62,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_core', 'gpu_boost_clock(GHz)']",2.8702,3.43167,66.08274,13th corei5 - GTX1650
63,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_core', 'gpu_boost_clock(GHz)']",20.27853,23.85114,23.52712,1th Xeon Gold - RTX4070
64,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_core', 'gpu_boost_clock(GHz)']",19.89079,23.89198,13.68798,13th corei7 - RTX3050
65,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_core', 'gpu_boost_clock(GHz)']",21.98067,26.10752,16.17958,13th corei5 - GTX1080
66,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_core', 'gpu_boost_clock(GHz)']",21.03488,25.47023,64.4504,13th corei5 - RTX4070
67,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_core', 'gpu_boost_clock(GHz)']",22.75262,27.02606,81.90879,13th corei7 - RTX3060 Ti
68,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_core', 'gpu_boost_clock(GHz)']",19.9677,24.40016,6.87076,13th corei5 - RTX3050
69,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_core', 'gpu_boost_clock(GHz)']",22.33881,26.7001,15.66658,1th Xeon Gold - GTX1080
70,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_core', 'gpu_boost_clock(GHz)']",20.61147,25.17164,45.52041,9th corei7 - RTX2080 Ti
71,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_core', 'gpu_boost_clock(GHz)']",19.41365,24.46651,30.35576,13th corei7 - RTX4070
72,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_core', 'VRAM(GB)']",10.77397,10.71564,104.67986,13th corei5 - RTX3060 Ti
73,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_core', 'VRAM(GB)']",17.17874,19.46657,12.93879,13th corei7 - GTX1080
74,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_core', 'VRAM(GB)']",18.47255,20.44442,43.41495,13th corei5 - GTX1650
75,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_core', 'VRAM(GB)']",17.87993,19.69881,38.53395,1th Xeon Gold - RTX4070
76,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_core', 'VRAM(GB)']",16.15477,18.7224,29.18648,13th corei7 - RTX3050
77,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_core', 'VRAM(GB)']",15.56069,17.87538,21.20725,13th corei5 - GTX1080
78,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_core', 'VRAM(GB)']",17.59911,20.30298,35.6307,13th corei5 - RTX4070
79,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_core', 'VRAM(GB)']",11.79274,14.99969,76.51925,13th corei7 - RTX3060 Ti
80,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_core', 'VRAM(GB)']",16.31366,19.10052,23.78362,13th corei5 - RTX3050
81,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_core', 'VRAM(GB)']",17.72634,21.00404,18.4938,1th Xeon Gold - GTX1080
82,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_core', 'VRAM(GB)']",17.67834,20.83192,29.51925,9th corei7 - RTX2080 Ti
83,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_core', 'VRAM(GB)']",17.8409,21.03841,7.45094,13th corei7 - RTX4070
84,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_thread']",47.89388,50.57977,99.30223,13th corei5 - RTX3060 Ti
85,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_thread']",52.55371,56.64837,21.48857,13th corei7 - GTX1080
86,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_thread']",47.64524,49.26439,48.41765,13th corei5 - GTX1650
87,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_thread']",46.59487,48.69296,109.99832,1th Xeon Gold - RTX4070
88,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_thread']",45.84152,48.5192,41.04654,13th corei7 - RTX3050
89,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_thread']",50.42992,52.33329,16.45077,13th corei5 - GTX1080
90,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_thread']",39.12858,40.46973,203.99007,13th corei5 - RTX4070
91,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_thread']",49.91403,48.71761,39.45079,13th corei7 - RTX3060 Ti
92,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_thread']",49.77771,49.29981,16.00824,13th corei5 - RTX3050
93,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_thread']",45.77043,46.07367,46.72514,1th Xeon Gold - GTX1080
94,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_thread']",51.97625,51.21429,32.22083,9th corei7 - RTX2080 Ti
95,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_thread']",42.14196,43.00057,142.19387,13th corei7 - RTX4070
96,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)']",48.1498,50.74547,99.64318,13th corei5 - RTX3060 Ti
97,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)']",52.51383,56.60798,21.45829,13th corei7 - GTX1080
98,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)']",47.61365,49.29127,48.43252,13th corei5 - GTX1650
99,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)']",45.34369,47.75998,110.56114,1th Xeon Gold - RTX4070
100,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)']",45.7708,48.48814,41.22151,13th corei7 - RTX3050
101,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)']",50.01325,52.00904,16.07456,13th corei5 - GTX1080
102,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)']",38.80127,40.14501,203.41863,13th corei5 - RTX4070
103,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)']",49.88881,48.73721,39.44455,13th corei7 - RTX3060 Ti
104,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)']",49.79163,49.30349,15.98021,13th corei5 - RTX3050
105,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)']",45.6999,45.99744,45.81375,1th Xeon Gold - GTX1080
106,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)']",51.97625,51.21429,32.22083,9th corei7 - RTX2080 Ti
107,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'cpu_cache(MB)']",42.14606,42.98318,142.11168,13th corei7 - RTX4070
108,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_architecture']",9.88313,9.54421,103.04028,13th corei5 - RTX3060 Ti
109,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_architecture']",15.24546,16.6743,21.7867,13th corei7 - GTX1080
110,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_architecture']",16.55385,17.79957,49.58257,13th corei5 - GTX1650
111,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_architecture']",15.87336,17.13978,22.64904,1th Xeon Gold - RTX4070
112,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_architecture']",10.17502,12.33307,44.03112,13th corei7 - RTX3050
113,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_architecture']",15.70992,17.81397,54.04027,13th corei5 - GTX1080
114,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_architecture']",15.74874,17.82609,34.89633,13th corei5 - RTX4070
115,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_architecture']",9.43011,11.81434,88.32968,13th corei7 - RTX3060 Ti
116,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_architecture']",9.17082,10.0391,49.52921,13th corei5 - RTX3050
117,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_architecture']",15.4051,17.80185,24.09636,1th Xeon Gold - GTX1080
118,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_architecture']",15.14992,17.40567,123.16206,9th corei7 - RTX2080 Ti
119,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_architecture']",15.12082,17.76335,11.74473,13th corei7 - RTX4070
120,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_core']",4.81012,5.3453,16.13944,13th corei5 - RTX3060 Ti
121,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_core']",3.70942,4.33853,17.06866,13th corei7 - GTX1080
122,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_core']",4.93356,5.58748,33.26756,13th corei5 - GTX1650
123,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_core']",4.63946,5.23641,23.56996,1th Xeon Gold - RTX4070
124,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_core']",3.71338,4.47694,14.03117,13th corei7 - RTX3050
125,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_core']",3.75417,4.58887,14.39876,13th corei5 - GTX1080
126,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_core']",4.61548,5.36093,25.06735,13th corei5 - RTX4070
127,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_core']",4.59771,5.25535,9.62049,13th corei7 - RTX3060 Ti
128,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_core']",4.12177,4.73413,14.2126,13th corei5 - RTX3050
129,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_core']",4.95516,5.5703,15.46083,1th Xeon Gold - GTX1080
130,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_core']",4.90736,5.42819,27.84573,9th corei7 - RTX2080 Ti
131,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_core']",4.67202,5.16658,16.22181,13th corei7 - RTX4070
132,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_boost_clock(GHz)']",2.69227,3.31252,207.46867,13th corei5 - RTX3060 Ti
133,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_boost_clock(GHz)']",15.36454,19.63092,21.57174,13th corei7 - GTX1080
134,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_boost_clock(GHz)']",2.8702,3.43167,66.08274,13th corei5 - GTX1650
135,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_boost_clock(GHz)']",20.27853,23.85114,23.52712,1th Xeon Gold - RTX4070
136,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_boost_clock(GHz)']",19.89079,23.89198,13.68798,13th corei7 - RTX3050
137,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_boost_clock(GHz)']",21.98067,26.10752,16.17958,13th corei5 - GTX1080
138,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_boost_clock(GHz)']",21.03488,25.47023,64.4504,13th corei5 - RTX4070
139,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_boost_clock(GHz)']",22.75262,27.02606,81.90879,13th corei7 - RTX3060 Ti
140,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_boost_clock(GHz)']",19.9677,24.40016,6.87076,13th corei5 - RTX3050
141,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_boost_clock(GHz)']",22.33881,26.7001,15.66658,1th Xeon Gold - GTX1080
142,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_boost_clock(GHz)']",20.61147,25.17164,49.81861,9th corei7 - RTX2080 Ti
143,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'gpu_boost_clock(GHz)']",19.41365,24.46651,30.35576,13th corei7 - RTX4070
144,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'VRAM(GB)']",10.77397,10.71564,104.67986,13th corei5 - RTX3060 Ti
145,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'VRAM(GB)']",17.17874,19.46657,12.93879,13th corei7 - GTX1080
146,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'VRAM(GB)']",18.47255,20.44442,43.41495,13th corei5 - GTX1650
147,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'VRAM(GB)']",17.87993,19.69881,38.53395,1th Xeon Gold - RTX4070
148,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'VRAM(GB)']",16.15477,18.7224,29.18648,13th corei7 - RTX3050
149,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'VRAM(GB)']",15.56069,17.87538,21.20725,13th corei5 - GTX1080
150,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'VRAM(GB)']",17.59911,20.30298,35.6307,13th corei5 - RTX4070
151,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'VRAM(GB)']",11.79274,14.99969,76.51925,13th corei7 - RTX3060 Ti
152,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'VRAM(GB)']",16.31366,19.10052,23.78362,13th corei5 - RTX3050
153,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'VRAM(GB)']",17.72634,21.00404,18.4938,1th Xeon Gold - GTX1080
154,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'VRAM(GB)']",17.67834,20.83192,49.98145,9th corei7 - RTX2080 Ti
155,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_boost_clock(GHz)', 'VRAM(GB)']",17.8409,21.03841,7.45094,13th corei7 - RTX4070
156,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)']",48.13817,50.72706,99.65412,13th corei5 - RTX3060 Ti
157,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)']",52.48738,56.62651,21.44611,13th corei7 - GTX1080
158,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)']",47.63266,49.25809,48.42112,13th corei5 - GTX1650
159,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)']",46.77534,48.98297,109.88254,1th Xeon Gold - RTX4070
160,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)']",45.76198,48.4939,41.18595,13th corei7 - RTX3050
161,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)']",49.8301,51.85858,15.94594,13th corei5 - GTX1080
162,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)']",38.80109,40.1454,203.3679,13th corei5 - RTX4070
163,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)']",49.89016,48.73659,39.47196,13th corei7 - RTX3060 Ti
164,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)']",49.8066,49.30251,16.01439,13th corei5 - RTX3050
165,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)']",45.7964,46.12086,46.89885,1th Xeon Gold - GTX1080
166,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)']",51.97625,51.21429,5.4887,9th corei7 - RTX2080 Ti
167,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)']",42.13991,42.90566,142.34191,13th corei7 - RTX4070
168,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture']",8.82586,8.81814,103.87807,13th corei5 - RTX3060 Ti
169,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture']",15.67829,17.02785,22.26733,13th corei7 - GTX1080
170,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture']",16.63473,17.83031,49.70566,13th corei5 - GTX1650
171,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture']",15.27617,16.8316,33.68134,1th Xeon Gold - RTX4070
172,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture']",10.05169,12.22861,44.11167,13th corei7 - RTX3050
173,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture']",15.28253,17.57493,51.90592,13th corei5 - GTX1080
174,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture']",15.58173,17.7798,41.64588,13th corei5 - RTX4070
175,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture']",9.53264,11.84867,88.65484,13th corei7 - RTX3060 Ti
176,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture']",9.34342,9.95993,49.52738,13th corei5 - RTX3050
177,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture']",15.78149,18.06885,26.83958,1th Xeon Gold - GTX1080
178,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture']",15.14992,17.40567,112.28848,9th corei7 - RTX2080 Ti
179,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture']",15.38562,18.12642,11.94795,13th corei7 - RTX4070
180,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_thread', 'gpu_core']",4.84175,5.41791,16.63342,13th corei5 - RTX3060 Ti
181,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_thread', 'gpu_core']",3.7331,4.38474,17.02847,13th corei7 - GTX1080
182,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_thread', 'gpu_core']",5.05266,5.55812,33.26826,13th corei5 - GTX1650
183,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_thread', 'gpu_core']",4.60756,5.21139,23.71232,1th Xeon Gold - RTX4070
184,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_thread', 'gpu_core']",3.73922,4.52311,14.08892,13th corei7 - RTX3050
185,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_thread', 'gpu_core']",3.80156,4.68473,14.32304,13th corei5 - GTX1080
