,ML,loss,Input Num,Input,Leave One,MAPE train (%),MAPE val (%),MAPE test (%)
1692,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'VRAM(GB)']",13th corei5 - RTX3060 Ti,8.74635,8.83532,104.22632
1693,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'VRAM(GB)']",13th corei7 - GTX1080,15.46049,17.31767,21.86582
1694,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'VRAM(GB)']",13th corei5 - GTX1650,17.51056,18.80967,48.29314
1695,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'VRAM(GB)']",1th Xeon Gold - RTX4070,15.30375,16.82204,38.91298
1696,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'VRAM(GB)']",13th corei7 - RTX3050,10.39684,12.42997,43.40799
1697,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'VRAM(GB)']",13th corei5 - GTX1080,15.34816,17.49658,14.11033
1698,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'VRAM(GB)']",13th corei5 - RTX4070,14.88186,17.21629,36.12074
1699,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'VRAM(GB)']",13th corei7 - RTX3060 Ti,8.95406,11.5507,88.45876
1700,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'VRAM(GB)']",13th corei5 - RTX3050,8.77663,9.59835,49.52155
1701,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'VRAM(GB)']",1th Xeon Gold - GTX1080,15.40965,18.11602,19.20499
1702,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'VRAM(GB)']",9th corei7 - RTX2080 Ti,15.17387,17.45046,39.15388
1703,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'VRAM(GB)']",13th corei7 - RTX4070,15.05957,17.5324,8.71324
1704,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei5 - RTX3060 Ti,2.71848,3.17848,23.00935
1705,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei7 - GTX1080,2.78075,3.32915,20.56601
1706,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei5 - GTX1650,2.88112,3.46821,33.29364
1707,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'gpu_core', 'gpu_boost_clock(GHz)']",1th Xeon Gold - RTX4070,2.53226,3.09355,25.24968
1708,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei7 - RTX3050,2.78383,3.51564,10.84312
1709,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei5 - GTX1080,2.5473,3.19428,15.47327
1710,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei5 - RTX4070,2.48745,3.13795,27.99236
1711,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei7 - RTX3060 Ti,2.48017,3.2389,14.39536
1712,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei5 - RTX3050,2.79492,3.37429,11.95573
1713,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'gpu_core', 'gpu_boost_clock(GHz)']",1th Xeon Gold - GTX1080,2.77832,3.35611,21.735
1714,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'gpu_core', 'gpu_boost_clock(GHz)']",9th corei7 - RTX2080 Ti,2.72404,3.21736,22.32349
1715,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei7 - RTX4070,2.60453,3.09102,12.96158
1716,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'gpu_core', 'VRAM(GB)']",13th corei5 - RTX3060 Ti,4.80399,5.45434,20.22273
1717,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'gpu_core', 'VRAM(GB)']",13th corei7 - GTX1080,3.7492,4.4756,16.87369
1718,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'gpu_core', 'VRAM(GB)']",13th corei5 - GTX1650,4.97942,5.61112,33.28608
1719,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'gpu_core', 'VRAM(GB)']",1th Xeon Gold - RTX4070,4.64729,5.28375,25.06352
1720,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'gpu_core', 'VRAM(GB)']",13th corei7 - RTX3050,3.7508,4.50363,13.99892
1721,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'gpu_core', 'VRAM(GB)']",13th corei5 - GTX1080,3.77775,4.66331,14.36781
1722,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'gpu_core', 'VRAM(GB)']",13th corei5 - RTX4070,4.6153,5.44242,26.49146
1723,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'gpu_core', 'VRAM(GB)']",13th corei7 - RTX3060 Ti,4.59598,5.26457,9.36439
1724,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'gpu_core', 'VRAM(GB)']",13th corei5 - RTX3050,4.05763,4.61928,14.27756
1725,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'gpu_core', 'VRAM(GB)']",1th Xeon Gold - GTX1080,4.87489,5.4408,13.40208
1726,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'gpu_core', 'VRAM(GB)']",9th corei7 - RTX2080 Ti,4.90736,5.42819,22.46586
1727,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'gpu_core', 'VRAM(GB)']",13th corei7 - RTX4070,4.75357,5.26561,16.45086
1728,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - RTX3060 Ti,2.79379,3.38624,57.37416
1729,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei7 - GTX1080,2.80112,3.33239,19.02394
1730,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - GTX1650,2.90553,3.50887,66.10457
1731,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",1th Xeon Gold - RTX4070,2.52401,3.13398,25.42466
1732,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei7 - RTX3050,2.74856,3.33587,10.81021
1733,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - GTX1080,2.48824,3.1614,13.56918
1734,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - RTX4070,2.47004,3.18227,45.76162
1735,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei7 - RTX3060 Ti,2.49406,3.05915,11.84881
1736,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - RTX3050,2.8351,3.41922,9.20409
1737,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",1th Xeon Gold - GTX1080,2.71153,3.35309,14.24775
1738,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",9th corei7 - RTX2080 Ti,2.74899,3.25903,25.14537
1739,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei7 - RTX4070,2.60837,3.26292,6.55305
1740,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei5 - RTX3060 Ti,2.72409,3.17357,12.14575
1741,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei7 - GTX1080,2.77112,3.31258,20.76118
1742,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei5 - GTX1650,2.87072,3.46669,34.41153
1743,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",1th Xeon Gold - RTX4070,2.51272,3.1345,25.47865
1744,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei7 - RTX3050,2.83917,3.55379,11.53979
1745,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei5 - GTX1080,2.49521,3.11425,15.27838
1746,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei5 - RTX4070,2.4978,3.25266,27.14781
1747,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei7 - RTX3060 Ti,2.51154,3.04254,8.1768
1748,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei5 - RTX3050,2.8665,3.305,5.13051
1749,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",1th Xeon Gold - GTX1080,2.72583,3.39658,21.26851
1750,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",9th corei7 - RTX2080 Ti,2.69369,3.28354,22.5462
1751,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei7 - RTX4070,2.62926,3.14067,17.37714
1752,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",13th corei5 - RTX3060 Ti,2.71302,3.23458,15.79967
1753,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",13th corei7 - GTX1080,2.77728,3.38184,20.40517
1754,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",13th corei5 - GTX1650,2.84968,3.54747,33.9031
1755,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",1th Xeon Gold - RTX4070,2.53,3.15998,24.83269
1756,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",13th corei7 - RTX3050,2.85044,3.63908,9.18774
1757,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",13th corei5 - GTX1080,2.52158,3.32379,16.19436
1758,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",13th corei5 - RTX4070,2.49799,3.20451,26.17962
1759,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",13th corei7 - RTX3060 Ti,2.51456,3.06824,7.95285
1760,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",13th corei5 - RTX3050,2.81326,3.40194,4.38041
1761,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",1th Xeon Gold - GTX1080,2.78124,3.47191,22.00075
1762,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",9th corei7 - RTX2080 Ti,2.66224,3.25215,20.83987
1763,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",13th corei7 - RTX4070,2.66885,3.11337,18.28431
1764,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - RTX3060 Ti,2.78883,3.20383,47.3617
1765,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei7 - GTX1080,2.83072,3.27973,21.26804
1766,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - GTX1650,2.90013,3.52862,62.43489
1767,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",1th Xeon Gold - RTX4070,2.43156,3.00439,27.5437
1768,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei7 - RTX3050,2.78927,3.49554,6.82582
1769,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - GTX1080,2.55941,3.28749,13.30149
1770,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - RTX4070,2.47432,3.17217,42.43454
1771,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei7 - RTX3060 Ti,2.45777,3.04939,10.15284
1772,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - RTX3050,2.75103,3.48131,5.04579
1773,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",1th Xeon Gold - GTX1080,2.7224,3.42917,15.86701
1774,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",9th corei7 - RTX2080 Ti,2.73099,3.19049,18.62508
1775,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei7 - RTX4070,2.50599,3.18514,6.28264
1776,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - RTX3060 Ti,2.71334,3.27394,30.68107
1777,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei7 - GTX1080,2.78521,3.42926,20.38002
1778,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - GTX1650,2.86476,3.45,33.41632
1779,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",1th Xeon Gold - RTX4070,2.50841,3.09903,25.73392
1780,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei7 - RTX3050,2.78365,3.55738,10.65709
1781,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - GTX1080,2.57136,3.22453,15.55594
1782,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - RTX4070,2.47231,3.23396,26.01249
1783,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei7 - RTX3060 Ti,2.44896,3.15222,13.39448
1784,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - RTX3050,2.78378,3.36848,10.82137
1785,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",1th Xeon Gold - GTX1080,2.75115,3.3575,20.89069
1786,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",9th corei7 - RTX2080 Ti,2.72404,3.21736,22.32349
1787,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_thread', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei7 - RTX4070,2.60752,3.10884,13.47225
1788,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei5 - RTX3060 Ti,2.72409,3.17357,12.2239
1789,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei7 - GTX1080,2.77112,3.31258,20.76118
1790,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei5 - GTX1650,2.87072,3.46669,34.34628
1791,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",1th Xeon Gold - RTX4070,2.51272,3.1345,24.99604
1792,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei7 - RTX3050,2.83917,3.55379,11.53979
1793,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei5 - GTX1080,2.49521,3.11425,15.27838
1794,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei5 - RTX4070,2.4978,3.25266,27.14781
1795,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei7 - RTX3060 Ti,2.51154,3.04254,8.1768
1796,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei5 - RTX3050,2.8665,3.305,5.1283
1797,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",1th Xeon Gold - GTX1080,2.72583,3.39658,21.60522
1798,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",9th corei7 - RTX2080 Ti,2.69369,3.28354,22.5462
1799,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei7 - RTX4070,2.62926,3.14067,17.37714
1800,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",13th corei5 - RTX3060 Ti,2.72545,3.28154,16.22468
1801,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",13th corei7 - GTX1080,2.78817,3.40852,19.98767
1802,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",13th corei5 - GTX1650,2.85141,3.5219,33.68678
1803,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",1th Xeon Gold - RTX4070,2.50031,3.14908,24.65448
1804,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",13th corei7 - RTX3050,2.82732,3.58538,9.26088
1805,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",13th corei5 - GTX1080,2.56968,3.34635,16.09318
1806,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",13th corei5 - RTX4070,2.55253,3.20117,26.77437
1807,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",13th corei7 - RTX3060 Ti,2.51332,3.02573,8.2061
1808,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",13th corei5 - RTX3050,2.81922,3.36196,4.60028
1809,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",1th Xeon Gold - GTX1080,2.78696,3.47132,22.54628
1810,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",9th corei7 - RTX2080 Ti,2.66224,3.25215,20.83987
1811,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",13th corei7 - RTX4070,2.67239,3.1514,17.70081
1812,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - RTX3060 Ti,2.78883,3.20383,47.30916
1813,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei7 - GTX1080,2.83072,3.27973,21.26804
1814,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - GTX1650,2.90013,3.52862,62.34941
1815,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",1th Xeon Gold - RTX4070,2.43156,3.00439,26.37852
1816,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei7 - RTX3050,2.78927,3.49554,6.82582
1817,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - GTX1080,2.55941,3.28749,13.30149
1818,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - RTX4070,2.47432,3.17217,42.43454
1819,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei7 - RTX3060 Ti,2.45777,3.04939,10.15284
1820,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - RTX3050,2.75103,3.48131,5.04579
1821,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",1th Xeon Gold - GTX1080,2.7224,3.42917,17.22459
1822,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",9th corei7 - RTX2080 Ti,2.73099,3.19049,18.62508
1823,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei7 - RTX4070,2.50599,3.18514,6.28264
1824,lgb,l2(rmse),6,"['Total Frames', 'Params', 'cpu_cache(MB)', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - RTX3060 Ti,2.71334,3.27394,30.69441
